toxicity	message
0.2834735	"""     *** *******, * ******* ***'** ****** * ********, ** ****** ***** *** ** *** ******* ** """"******** ********"""". * ********* *** ** **** ** ******** ******* ******* **** ****=**. ** ********, ****** **** **** *** ****** ** *** ******* ** * ******** **** *******. **** ****, **** *** ********** **** **** ** ** *** ********* *** ************ *** ****** * ******** **** ** *** *******' ******** ** * ******* **** ** *** ********** ******, **** ** ***** ****** ********. *** **** *** ****** ******** *** **** ******** ****** ** *** *** *** *** *********:  * *** ******** ******* *** ***** ** ***** *******/******'* ********* ** *** ***** ** *** ** ****, *** *** ***** ***** ** *************** ******** ** * ******  * **** ******* ***** *** ** *** ******** *** **** *******/**** ** ** ***** ******* ** *** *******, **** ***** ** *** ***** *******  * ***** ***** *** ********* ******* (** **** ***** *** *******) ** ***** *************** ******* ** *** *****  * *** ******* *** ********* ********* ******* **** *** *****-******** ****** *** *** ****** *****.  ** * **** ******* ** *** * *******? **** ** **** ******* *** **** * """"****** ****"""" ******* * ******. ***** *** ******* **** ******* ** ** **** ** ** ****** ***? ***** ** ** """"******** ********""""? **** **. """
0.40313694	"""  *** """"**** *** ******"""" *****'* **** ******, ** **** ******* ******.  **** *** ** **** ******** **** ******* *** ********** **** *** *** **** ** ******* ***** ** *********; **** ******* ****-**** ****** ** **** **** **** **** **** **** ** """"************.""""  *** *** ** *** ** **** ******** *** ** *** ****** **** ***** **** ******* ** **** ********** ******, *** * *** *** ** ********* (****** *** *********) **** *** ***** **** ******* ** ** ** ** ***.  * ***** ********* **** *** ***** ********* ** **** *** ****** *** * *** *****, ***** ***** ***** *** ** *** ***** ** *** ****.  * *****, ***** ****** ***** ** **** ** ********* ** **** *****, *** **** *****, ***** **** ********, * ***** ******** ** *** *** **** *** ******* *** ****-******* ** ** ******** ******** ** *** ****.  """
0.12985831	**. *******  (*** ***** * **** **'* *** **** *** ******* **** ** ***** *** *** **** ******* *** *** ***** *** ******. * ****** ** *** ********* * ***** ***. ****, ******* ***** *** **** * **** *** ** *** ** ** ** ******** *** *** ** ***** ***** ***** ** ****** *** ********* ******. ***** *** ******** ** ********* *** ***'** *** **** * ****. ** ****** ***** ** ***** *****. ***** ***)
0.11283387	""" *** ** * **** *******, * ***** ******** ******** ********** ******* *** ********* ** ***** *** ** ******** ** ******* ******* ******** ******** (* ***'* ***** * *** ************** ** ******* *** ******* ******* * ******** """"**** ******* ******** ********"""" *******, *********, *** **:** *****'* ******* *** ********** **** ******** *** *********** ********** *** **** ***** *********** **** ***** ********* ******* ** **** ******* *** *****) *** ******* *** ********. ***** ******* ***** ********, ****. **'* * ****** *******, *** ***** *** ********* ***********. * ***** ** **** ** ** **** ** **** ***** ** **** ******* **** ******* ** *********** *** ********** ****** ** ****** (**** ******) ******* *** *********, **'** ***** ** **********. ** *** *** ******* ********, * ***** *** ** *** ***** *** *********** *** ******** ******* ** *** **** **** **** ********* ** **** ******** ****** **** ****-***-******* ***** ******** **** *** ******* *******. -  """
0.016605979	********, *** *********** ** ******* ** *** *******. * ***** *** **** ******* ****** ********* ** **** ***** (***** ************ ****** **** ** *** *** *** ** *******) ** **** ******** **** *** *** ***** ***** '********' ***** **** **** **** *** **** ****** ** ********* ********* *******. **'* * ****** *** ******* **** ******. ******
0.9591689	*'* ***** **** *** ** **** *****!
0.18358132	- *** **** ** * ****-********* ************ *****. * ***** ***** **************** **** ** **** ** ** **** ***.
0.14993022	******   **** *** ******** *** ** ***** ******. **** ** *** ****** ** ****** *** ******* ** ***** ** ******* **** *** ********.
0.19129525	** *** ****** ** ******** ** * **** **** **** ** *** ******** ***********.  ********** ** *** **********.
0.96148753	**** *** ****** ***** ***   **** *** ****** ***** ****, *******, *********, *******, ******* ****** *** *. *******. *** ***** ** ***** ******* *** ******** *******? ********* ***** ***.
0.2191425	****** **** *** **** * '********' ******* ** *********, ** ***** ******** ** ***** ** *** ********** **** *** ****, *** *** **** **** ***** *** ********* ********* **** ** ******* *******....  **** **** *** ***, *** ****** **** ** ***** *** ******* ****** *** **** ********** * *****,  **** ** *** ****** **** * ***, *** *** *** ** **** ***** ) ... *** *** *** ****** **** ** **** ******* ***** *** **** ** *** *** *** **** * '******' ** ** ****** )   *** **** **** ******* ****** *** ***** **** **** ** **** ** **** ****** *** ******* ****** *** **** *** *** ****** *** ******* ** ** *** *** ** ***** ********* ****.  *** ** *** **** ** *** ******* *********** ** *** **** **, ** **** *** *****, ** ******* ******** ** **** ****** ***** ***** ******* ** * ****** **** **** *** *** ****** ****, **** ****, ** *** **** ** **** ** *** ) .... **** ******* *** **** ******* * ****** *** ** **** *** **** *** * ******* *****'* **** *** * ****** ... ** ** ***....    ********  **** **** ***** ** ** ***** **** ******** *** *******........ **** **** *** *** **** ******* ****** *** ** ******* ***** *** ****???  * **** ***** **** **** ***** **** ***** ****** *** **** **** *** , *** ****** ***'* **** **** *** **** *****.    ***** ** * ********** ***** * **** ****** ** *** ***** **** , ** * ****** (****) ** **** **** ***** *** *** **** ** * **** ***, * ***, *** **** ***... * ***'* **** *** **** ** ******* **.  **** *** ***** **** ******** ** ***, ** ** *** ********* ** *********'* ***** ** ******* ** ***** )
0.09871229	******* ********   *** ** *********, *** ******* ***'** *** ** *** ****** ********, **** ** *** ***** ** **** *********'* ******** ** *** ***** ****?
0.09502987	""" ** *******.   '''''' ♠ """
0.31089434	"""  **'* *** * ****, **** * """"*********"""". **, **** ********* ** ***** ** ** ****-******* ***** *** ******** *** ** **** *** ****** ********* (**** ****** **** *** ****** **********, ** ***** ******** ******* * ****** ***** ***** * **** *****). ****. *** **** ** ***** *** ******* **** ****** *** ** ****** **** **** ***** **** *** ********.   """
0.15987034	** ******, *****, *** ****** **** *** ** *** * ***** ****** *** ********* ****-***** ******* ** ******* * **** ****** ******* *** ***'* **** *** *******. ***'* ****** *** ** **** ****** *** ********* ******* ****'* **** ** *** **** *******: *******, ******* * ****** **** ** ***** ** ********, **********, ** ****** *****.  ********* ** ** ******* ******* (****** **** * **** * ********* ******* ** *** ***** **** [* ****] **** ****) ***'* ****, ******.  **** ***** ********* ** ******* ** **** *** ******** **** *** **** *** ****** ******* ** *** *********.  ** ***** *** ***** ** *** ******* ***** / **** ***** ******* ******* ** *** ******* ** ********* *** **** *******!  ***** *** *** ****** - ***** **** ** ***** ***********.  **** ******** *** ******* ****** **** ******* *** ******** ***** ****, *********** ********* ******** ******, ** ******* *****.  *** ** ****** ** * ****** ** * ******* **********.  *** *** *** ****** *** ***** **** *** ** ***** ** ****** (*** **** *** ***** *** ** ******).  *** **** *** ***** ***** ***** ******* ***** *** ** *** ******* **** ** ***********.
0.18568432	****** ***'* ****** *** **** **** *********, ** *** **** ****. ** *** ******** ** ** **, ** ** ********** *********.   (****)/(********)
0.41817594	.  * ** ******** ******
0.29223248	"""   **** **** *******?   * *** ********* *** ******* ** ** **** ** *** **** **** *********, *** **** ****** **** ****:********#**** **** *******. *'* ******** ** **** ** **** ****** ***** - * *** ** ** ********, ** *** ***** ** ***** ********, ***** ****** *********. *'* ******* ******: *** *** *** **** ** **** **** ****? * ***'* ******* ***** ******* ********* **** ********* ** ***** ** ****, ******** *** *** ************ ******* ******** *********. **** **** ** ****** *** *** ******* ** **** *** * ******'* """"********* ********* ***********""""? ''''''** """
0.05101599	*'** ** ****** **** ****.  *'** **** ********.
0.029794497	** **** ******* ** **********, * ********* ******* ** * ******* * ** *********:*********** ******* ********/******** ********* ** *********:*********** ******* **********/******** ******* **** *** ** ****** ** ** **:*** *** **:******'* **** ****. ** ****, *** ******* **********, ******** *** ******** ************ ****** *** **** ** ******** *** ******* ****, ***** ***** *** *** **** ***** *******-******-******** ******** ** ****. *** *** **** ***** ** ********* **** *********:*********** ******* ********/****** *** ******.
0.2849682	"""  ****** *****  **** *** ****!  """
0.040652018	********** **** ****** ****** & ******** *************. ** ** *********** **** ***.  *** **** *** *****. ****** *** **** ****.
0.44251937	**, **** **** ******* ** **** ****.   **** ** *** ****** ** ** **? *'** **** ******* ** ***** **** ***** ***** ********* ** ****/****** *** *** **** *** ****. ***, **** *** *** ***** *** ***'* ******* **. ******* ***** ***'* ****. ** ******** *** ***'* **** ** ***** ***** **'* ******* ** ***** ******* ******. **.**.**.**
0.26608017	"""  *** ****** **** **** *** ****** *******, ***** *** ******* **** *** ********* *******, **""""** ********* ** **** *** ******** ** ******* ** *** ****** ******, *** ****** ********** ** ******* ***** *** *** ** ********* ****** ** ***, *** ** ******** *** *** *** ***** **** ** *** ****** ****** ** *****, *** *** ****** ****** ** *******. * ***** ** **** ** ****** ***** **********."""" **** **** ******* ******* ********* *******?  ***** *** ** *** """"****""""?  *** ***** *** """"********"""" *** """"**** ********"""".  *** *** ********* ***** *** """"****"""" ***** ******* ** *** ******** ***** *** *** ** *** ***** ***?  *** ****** """"** ***"""" ***** """"** *** *** ** *******"""" - ** ** ********* **** *** """"***"""" ** """"*** *** ****'* ***"""".  * ***'* ****** **** ******** ****.  """
0.89441127	*****, * **** ************ *****. * **** *** ***** **** *****'*, *** * ***** **** ***** *** *****. **'* ****, ******** ******, *** *** ****** **** **** *** **** **** **** ****** ****. ****? *** ****** ******* ******* *** ***** **** ******* ** ******* **** ***. **** ** *******, ********* ***** **** ****.
0.15334655	""":::::::*** ******* ******* ***** ****, *** ** ** ******* ***** ****. ***** *** *** ****** ** *********?  (****)   """
0.08397884	******* **** ******* *** ** ***.  *** **** ***. *** ** ** **** *** **** ***** *** **** ** ****, *** ***** ** ** *** *** ***** ****** **** ** *** ***.
0.10925279	**********   ** ****** ****** *** ******* ** ** **** ****. **** **** **** **** ********* *******!
0.10295837	*** ***** ****** **** *** ****, *** *** **** ******** ******** **** ** **** ******* ***** * ********* **** *** ****** ****, * **** ** ********** **** *** **** *** ** **** * ******'* **** **** **** **** ***, ********* ********, ** **** *** ** **** **.
0.08038424	******** *********   ***** *** **** **** *** ****** ** **** **** ******* ****** *** ********* ******** ********* ********. *'** ** ** **** ** **** *** *****. ) ******'
0.15444472	"""   **:********   ****** *** *** ********. ) '''''' **** """
0.30761477	"""*** ** *** **** ********, ******* **** ***** **** ** ****** ***, ** ****** *** ** ** ***** ** ********? * ** **** *** ***'* **** *** ******* ******* ** ** ***** **** **** ************** ** ******, ******* ** **** *** **** ** ****** *** ******* ** ******. *******   """
0.07658328	"""  ** ******* ***** *******. **** ** *** ******** ***** ***** ** ******** ** *** ********** ******* ***** ******, *** *** ********* **** ****** ** *** ****** ******* **** ****. **** ****** ******** ** ********. — (****) """
0.08767046	*** ******* *** **** ** **:******* ******: ** ***** *** ****, ** *'* *** **** **** *** ****.  ****, *'* **** ********* **** ****** ****: ** ** **** **, ** *** **********, *** ** **** ** ********.  * ***'* ********** *** ** ***** *** ***** *** ****.
0.15164524	******* *** ****** ****** ** **** * ****** ***! ****** (******* *****) *** *** ******.** (******)! **** *** ********* *********! *** ****** ******** ** ****://***.******-******.** !!!**.***.**.***
0.07724773	****-********** ******** ** *** **** ** ******* **** * **** ** ****-*********, **** **** * ******* ** *** **** ****.
0.09701418	**** ** *** ** ********.  **-**** *** ********.  *** **** ******** **** *** **************.
0.68259543	** ** *** *** ******* *****: *******,******* ******,*** **********. **** * ****** ****
0.018760372	*** ******   *** ***. ***** *** *** ********** ** ****** ***. ** ******** **** ** ******* ***** ***** ** ***/*/*. * ****** ********** **** *******. ******,  (****)
0.93232936	"""   **** **** ** **** **** ******** """"""""****** ******* ** *******"""""""" **** ** ** * ****** ** **** * *** ****** ********** ********** *******: ****-*******, ****-***-***** *****, ******** *******, *********** *******  """"******** *******"""" *** *** *** **** **** * ******** ******? *'** ***** **** * ******** ****** ** ****. *** * **** **** ** **** *** ****** * ***** *** * **** **** ** * ***** * *** ** ***** ******* ** *** ** ******.  """" *********** *******"""" ** ******* * ***** **********.  *** **** *** """"****** ******* ** *******"""" *** ** ********. """
